image_path,folder,filename,stem,parts,part0,part1,part2
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_42_b1e146e2.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_42_b1e146e2.jpg,ac-au-bu-di-ge_f1_42_b1e146e2,"['ac-au-bu-di-ge', 'f1', '42', 'b1e146e2']",ac-au-bu-di-ge,f1,42
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_47_4ee2a8c9.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_47_4ee2a8c9.jpg,ac-au-bu-di-ge_f1_47_4ee2a8c9,"['ac-au-bu-di-ge', 'f1', '47', '4ee2a8c9']",ac-au-bu-di-ge,f1,47
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_4_436d32d9.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_4_436d32d9.jpg,ac-au-bu-di-ge_f1_4_436d32d9,"['ac-au-bu-di-ge', 'f1', '4', '436d32d9']",ac-au-bu-di-ge,f1,4
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_50_22bb0cba.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_50_22bb0cba.jpg,ac-au-bu-di-ge_f1_50_22bb0cba,"['ac-au-bu-di-ge', 'f1', '50', '22bb0cba']",ac-au-bu-di-ge,f1,50
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_53_5f62ba3a.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_53_5f62ba3a.jpg,ac-au-bu-di-ge_f1_53_5f62ba3a,"['ac-au-bu-di-ge', 'f1', '53', '5f62ba3a']",ac-au-bu-di-ge,f1,53
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_54_d2faa8cd.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_54_d2faa8cd.jpg,ac-au-bu-di-ge_f1_54_d2faa8cd,"['ac-au-bu-di-ge', 'f1', '54', 'd2faa8cd']",ac-au-bu-di-ge,f1,54
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_55_4cb9c2bb.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_55_4cb9c2bb.jpg,ac-au-bu-di-ge_f1_55_4cb9c2bb,"['ac-au-bu-di-ge', 'f1', '55', '4cb9c2bb']",ac-au-bu-di-ge,f1,55
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_57_fbf54448.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_57_fbf54448.jpg,ac-au-bu-di-ge_f1_57_fbf54448,"['ac-au-bu-di-ge', 'f1', '57', 'fbf54448']",ac-au-bu-di-ge,f1,57
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_60_f2a96c41.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_60_f2a96c41.jpg,ac-au-bu-di-ge_f1_60_f2a96c41,"['ac-au-bu-di-ge', 'f1', '60', 'f2a96c41']",ac-au-bu-di-ge,f1,60
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_61_ff72faec.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_61_ff72faec.jpg,ac-au-bu-di-ge_f1_61_ff72faec,"['ac-au-bu-di-ge', 'f1', '61', 'ff72faec']",ac-au-bu-di-ge,f1,61
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_63_2a8ef617.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_63_2a8ef617.jpg,ac-au-bu-di-ge_f1_63_2a8ef617,"['ac-au-bu-di-ge', 'f1', '63', '2a8ef617']",ac-au-bu-di-ge,f1,63
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f1_9_36258dd3.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f1_9_36258dd3.jpg,ac-au-bu-di-ge_f1_9_36258dd3,"['ac-au-bu-di-ge', 'f1', '9', '36258dd3']",ac-au-bu-di-ge,f1,9
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_10_d285570b.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_10_d285570b.jpg,ac-au-bu-di-ge_f2_10_d285570b,"['ac-au-bu-di-ge', 'f2', '10', 'd285570b']",ac-au-bu-di-ge,f2,10
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_12_c28a8c3b.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_12_c28a8c3b.jpg,ac-au-bu-di-ge_f2_12_c28a8c3b,"['ac-au-bu-di-ge', 'f2', '12', 'c28a8c3b']",ac-au-bu-di-ge,f2,12
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_14_a57df0fb.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_14_a57df0fb.jpg,ac-au-bu-di-ge_f2_14_a57df0fb,"['ac-au-bu-di-ge', 'f2', '14', 'a57df0fb']",ac-au-bu-di-ge,f2,14
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_16_ced8afb9.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_16_ced8afb9.jpg,ac-au-bu-di-ge_f2_16_ced8afb9,"['ac-au-bu-di-ge', 'f2', '16', 'ced8afb9']",ac-au-bu-di-ge,f2,16
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_17_7b189a30.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_17_7b189a30.jpg,ac-au-bu-di-ge_f2_17_7b189a30,"['ac-au-bu-di-ge', 'f2', '17', '7b189a30']",ac-au-bu-di-ge,f2,17
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_22_28c36abc.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_22_28c36abc.jpg,ac-au-bu-di-ge_f2_22_28c36abc,"['ac-au-bu-di-ge', 'f2', '22', '28c36abc']",ac-au-bu-di-ge,f2,22
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_24_2a73fa65.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_24_2a73fa65.jpg,ac-au-bu-di-ge_f2_24_2a73fa65,"['ac-au-bu-di-ge', 'f2', '24', '2a73fa65']",ac-au-bu-di-ge,f2,24
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_29_ececbb8d.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_29_ececbb8d.jpg,ac-au-bu-di-ge_f2_29_ececbb8d,"['ac-au-bu-di-ge', 'f2', '29', 'ececbb8d']",ac-au-bu-di-ge,f2,29
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_2_78268316.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_2_78268316.jpg,ac-au-bu-di-ge_f2_2_78268316,"['ac-au-bu-di-ge', 'f2', '2', '78268316']",ac-au-bu-di-ge,f2,2
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_30_d63873f8.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_30_d63873f8.jpg,ac-au-bu-di-ge_f2_30_d63873f8,"['ac-au-bu-di-ge', 'f2', '30', 'd63873f8']",ac-au-bu-di-ge,f2,30
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_33_a8c08380.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_33_a8c08380.jpg,ac-au-bu-di-ge_f2_33_a8c08380,"['ac-au-bu-di-ge', 'f2', '33', 'a8c08380']",ac-au-bu-di-ge,f2,33
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_43_9894fb7c.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_43_9894fb7c.jpg,ac-au-bu-di-ge_f2_43_9894fb7c,"['ac-au-bu-di-ge', 'f2', '43', '9894fb7c']",ac-au-bu-di-ge,f2,43
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_46_320a5a88.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_46_320a5a88.jpg,ac-au-bu-di-ge_f2_46_320a5a88,"['ac-au-bu-di-ge', 'f2', '46', '320a5a88']",ac-au-bu-di-ge,f2,46
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_48_8215dff3.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_48_8215dff3.jpg,ac-au-bu-di-ge_f2_48_8215dff3,"['ac-au-bu-di-ge', 'f2', '48', '8215dff3']",ac-au-bu-di-ge,f2,48
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_49_72babac0.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_49_72babac0.jpg,ac-au-bu-di-ge_f2_49_72babac0,"['ac-au-bu-di-ge', 'f2', '49', '72babac0']",ac-au-bu-di-ge,f2,49
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_56_f8f6d6e2.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_56_f8f6d6e2.jpg,ac-au-bu-di-ge_f2_56_f8f6d6e2,"['ac-au-bu-di-ge', 'f2', '56', 'f8f6d6e2']",ac-au-bu-di-ge,f2,56
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_65_dc00687b.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_65_dc00687b.jpg,ac-au-bu-di-ge_f2_65_dc00687b,"['ac-au-bu-di-ge', 'f2', '65', 'dc00687b']",ac-au-bu-di-ge,f2,65
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_6_3231de20.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_6_3231de20.jpg,ac-au-bu-di-ge_f2_6_3231de20,"['ac-au-bu-di-ge', 'f2', '6', '3231de20']",ac-au-bu-di-ge,f2,6
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_7_f1e140c6.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_7_f1e140c6.jpg,ac-au-bu-di-ge_f2_7_f1e140c6,"['ac-au-bu-di-ge', 'f2', '7', 'f1e140c6']",ac-au-bu-di-ge,f2,7
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f2_8_282fafc4.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f2_8_282fafc4.jpg,ac-au-bu-di-ge_f2_8_282fafc4,"['ac-au-bu-di-ge', 'f2', '8', '282fafc4']",ac-au-bu-di-ge,f2,8
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_20_3efec50e.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_20_3efec50e.jpg,ac-au-bu-di-ge_f3_20_3efec50e,"['ac-au-bu-di-ge', 'f3', '20', '3efec50e']",ac-au-bu-di-ge,f3,20
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_32_42cb7a40.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_32_42cb7a40.jpg,ac-au-bu-di-ge_f3_32_42cb7a40,"['ac-au-bu-di-ge', 'f3', '32', '42cb7a40']",ac-au-bu-di-ge,f3,32
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_34_462e05ed.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_34_462e05ed.jpg,ac-au-bu-di-ge_f3_34_462e05ed,"['ac-au-bu-di-ge', 'f3', '34', '462e05ed']",ac-au-bu-di-ge,f3,34
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_35_70b94d67.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_35_70b94d67.jpg,ac-au-bu-di-ge_f3_35_70b94d67,"['ac-au-bu-di-ge', 'f3', '35', '70b94d67']",ac-au-bu-di-ge,f3,35
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_36_7066ecdd.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_36_7066ecdd.jpg,ac-au-bu-di-ge_f3_36_7066ecdd,"['ac-au-bu-di-ge', 'f3', '36', '7066ecdd']",ac-au-bu-di-ge,f3,36
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_37_11ef89e3.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_37_11ef89e3.jpg,ac-au-bu-di-ge_f3_37_11ef89e3,"['ac-au-bu-di-ge', 'f3', '37', '11ef89e3']",ac-au-bu-di-ge,f3,37
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_40_d89bdb31.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_40_d89bdb31.jpg,ac-au-bu-di-ge_f3_40_d89bdb31,"['ac-au-bu-di-ge', 'f3', '40', 'd89bdb31']",ac-au-bu-di-ge,f3,40
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_45_0c47b611.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_45_0c47b611.jpg,ac-au-bu-di-ge_f3_45_0c47b611,"['ac-au-bu-di-ge', 'f3', '45', '0c47b611']",ac-au-bu-di-ge,f3,45
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_51_8b6e0021.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_51_8b6e0021.jpg,ac-au-bu-di-ge_f3_51_8b6e0021,"['ac-au-bu-di-ge', 'f3', '51', '8b6e0021']",ac-au-bu-di-ge,f3,51
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_52_6d447cdf.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_52_6d447cdf.jpg,ac-au-bu-di-ge_f3_52_6d447cdf,"['ac-au-bu-di-ge', 'f3', '52', '6d447cdf']",ac-au-bu-di-ge,f3,52
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_58_01506c81.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_58_01506c81.jpg,ac-au-bu-di-ge_f3_58_01506c81,"['ac-au-bu-di-ge', 'f3', '58', '01506c81']",ac-au-bu-di-ge,f3,58
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_59_cfca40f5.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_59_cfca40f5.jpg,ac-au-bu-di-ge_f3_59_cfca40f5,"['ac-au-bu-di-ge', 'f3', '59', 'cfca40f5']",ac-au-bu-di-ge,f3,59
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_62_6f98c8dd.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_62_6f98c8dd.jpg,ac-au-bu-di-ge_f3_62_6f98c8dd,"['ac-au-bu-di-ge', 'f3', '62', '6f98c8dd']",ac-au-bu-di-ge,f3,62
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_64_45bde12f.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_64_45bde12f.jpg,ac-au-bu-di-ge_f3_64_45bde12f,"['ac-au-bu-di-ge', 'f3', '64', '45bde12f']",ac-au-bu-di-ge,f3,64
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f3_66_05175d29.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f3_66_05175d29.jpg,ac-au-bu-di-ge_f3_66_05175d29,"['ac-au-bu-di-ge', 'f3', '66', '05175d29']",ac-au-bu-di-ge,f3,66
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f4_11_2b74c3ee.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f4_11_2b74c3ee.jpg,ac-au-bu-di-ge_f4_11_2b74c3ee,"['ac-au-bu-di-ge', 'f4', '11', '2b74c3ee']",ac-au-bu-di-ge,f4,11
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f4_1_62adc44d.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f4_1_62adc44d.jpg,ac-au-bu-di-ge_f4_1_62adc44d,"['ac-au-bu-di-ge', 'f4', '1', '62adc44d']",ac-au-bu-di-ge,f4,1
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f4_25_1c3ab74b.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f4_25_1c3ab74b.jpg,ac-au-bu-di-ge_f4_25_1c3ab74b,"['ac-au-bu-di-ge', 'f4', '25', '1c3ab74b']",ac-au-bu-di-ge,f4,25
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f4_41_41770d73.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f4_41_41770d73.jpg,ac-au-bu-di-ge_f4_41_41770d73,"['ac-au-bu-di-ge', 'f4', '41', '41770d73']",ac-au-bu-di-ge,f4,41
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f4_44_64f924e3.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f4_44_64f924e3.jpg,ac-au-bu-di-ge_f4_44_64f924e3,"['ac-au-bu-di-ge', 'f4', '44', '64f924e3']",ac-au-bu-di-ge,f4,44
C:\Users\Angad\Desktop\StemFellowship\data\raw\fitzpatrick\Categorized_AbbrvName\ac-au-bu-di-ge_67\ac-au-bu-di-ge_f5_23_db6737f7.jpg,ac-au-bu-di-ge_67,ac-au-bu-di-ge_f5_23_db6737f7.jpg,ac-au-bu-di-ge_f5_23_db6737f7,"['ac-au-bu-di-ge', 'f5', '23', 'db6737f7']",ac-au-bu-di-ge,f5,23
